utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2290520,"Hey, hey, and welcome folks, this is The Ben Shapiro Show.",FALSE,
2290521,"Yeah, it's a Sunday, but you know what we've decided to start doing on Sundays?",FALSE,
2290522,We're going to drop you a little bit of mailbag wisdom.,FALSE,
2290523,So we're going to answer the questions we receive throughout the week from you.,FALSE,
2290524,"Now, you have to be a subscriber in order to have the questions we receive throughout the week from you answered, which is why you should go subscribe right now at dailywireplus.com.",FALSE,
2290525,Maybe your question will be the next one I answer.,FALSE,
2290526,"Corey says, Ben, Corey live in Washington State, where the legislature has recently passed bills allowing gender-affirming care of minors without parental consent.",TRUE,High
2290527,"Corey'm bothered that the Washington State, where the legislature has recently passed bills allowing gender-affirming care of minors without parental consent House and Senate Republicans don't point out the horrible truth of what's actually happening, such as the sterilization and removal of healthy body parts of minors, as Matt Walsh does.",TRUE,High
2290528,"Instead, the Washington House and Senate Republicans use the left's euphemism of gender-affirming care.",FALSE,
2290529,It seems to Corey the Washington House and Senate Republicans're losing the debate before the debate begins by allowing the truth to be obfuscated.,FALSE,
2290530,Is there any strategic reason for Republicans to speak the gender-affirming language?,FALSE,
2290531,Not one iota of a reason.,FALSE,
2290532,the left's is so fond of euphemisms.,FALSE,
2290533,It's euphemism after euphemism.,FALSE,
2290534,"And gender-affirming care replaces the just-as-euphemistic sex-change surgery, because you can't actually change your sex.",TRUE,High
2290535,It's euphemism upon euphemism.,FALSE,
2290536,It started off with sex-change surgery.,FALSE,
2290537,Then it was hormone replacement therapy.,FALSE,
2290538,Now it's gender-affirming care.,FALSE,
2290539,"Again, all of this is euphemism.",FALSE,
2290540,"What it should be is sex-denying treatment, because sex-denying treatment's what it is.",FALSE,
2290541,You are denying your own actual biological sex by altering your body and your hormones.,FALSE,
2290542,That is what you are doing.,FALSE,
2290543,The right should never give on this point.,FALSE,
2290544,"Ben mean, it's ridiculous.",FALSE,
2290545,"The right do the same thing with abortion, by the way, The right.",FALSE,
2290546,"Even the term abortion or termination of a pregnancy, Even the term abortion or termination of a pregnancy is the killing of the unborn.",FALSE,
2290547,the killing of the unborn is what The right are doing.,FALSE,
2290548,Ben can make the argument as to what the status of the unborn is at any given point.,FALSE,
2290549,But the idea that you are not killing the thing that is unborn is obviously untrue.,FALSE,
2290550,That is the thing that is happening.,FALSE,
2290551,"Jeremy says, What do Ben think the U.S. could do to win back the trust of the U.S.'s allies?",FALSE,
2290552,"Also, assuming France truly decides to become politically non-aligned and move away from the U.S., what do Ben think are the chances of France becoming an independent superpower?",FALSE,
2290553,"A very, very low.",FALSE,
2290554,France does not have the ability to become an independent superpower.,TRUE,Low
2290555,"Now, France has the most durability of any other country on the continent.",FALSE,
2290556,"It's like Germany and France are the two most durable countries on the continent, mainly because the reproduction rate in France is actually fairly decent.",TRUE,Low
2290557,Like France're still reproducing at a kind of normal rate.,FALSE,
2290558,"France're like 1.9 births per woman, which is fairly high by sort of Western standards, even though it's below replacement rates.",TRUE,Low
2290559,"Right now, Germany is like 1.6.",TRUE,Low
2290560,the U.S. is kind of around the German number.,FALSE,
2290561,"the U.S.'re like 1.8, 1.782.",TRUE,Low
2290562,Somewhere in there.,FALSE,
2290563,So France is the healthiest in terms of demographics.,TRUE,Medium
2290564,"France're also importing a huge young population from northern Africa, right, the big Moroccan population coming in, Libyan population coming into France as well.",FALSE,
2290565,France's economy doesn't allow France to really grow at extraordinarily rapid rates.,FALSE,
2290566,"France do obviously have nuclear weapons, France, and France have a not insignificant military.",FALSE,
2290567,But the idea France're ever an independent sort of power is wrong.,FALSE,
2290568,"The idea of an aligned Europe that acts as a counterweight to both the U.S. and China has long been a European dream, but they seem unwilling to actually pay the freight for The idea of an aligned Europe that acts as a counterweight to both the United States and China.",FALSE,
2290569,"Craig says, Ben, Craig want to ask about two groups of voters when comparing the 2016 and 2020 presidential elections.",FALSE,
2290570,"In 2016, Trump won almost 63 million votes.",TRUE,High
2290571,"In 2020, Trump won 74.25 million votes.",TRUE,High
2290572,Where did the 11.25 million votes come from for Trump who got mobilized?,FALSE,
2290573,"On the flip side, Hillary won about 65 million votes in 2016.",TRUE,High
2290574,Biden won about 81.25 million new votes in 2020.,TRUE,
2290575,Do Craig think media manipulation and hatred of Hillary explains the 16 million new votes that went to Biden?,FALSE,
2290576,about 81.25 million new votes seems like far too high a number to blame on low information voter.,FALSE,
2290577,"Well, the answer is that the 2020 election cycle had just a massive voter turnout.",FALSE,
2290578,"Ben mean, the voter turnout rate had the highest voter turnout of the 21st century.",FALSE,
2290579,At 67% of citizens aged 18 and older voted in the election in 2020.,TRUE,Medium
2290580,"In 2016, the voter turnout rate was like 59%.",TRUE,Medium
2290581,So 59% is a much lower number.,FALSE,
2290582,"You had 59% of a voting age population of 249 million in 2016, so 60%.",TRUE,Medium
2290583,You had almost a two-thirds voter turnout rate with an increased population of 258 million who are eligible to vote.,FALSE,
2290584,That's the answer.,FALSE,
2290585,"The answer is every election, there's a growing population in the U.S..",FALSE,
2290586,"And 2020, because of all the mail-in ballots and all the you-can-vote-five-months-in-advance garbage, because of all the mail-in ballots and all the you-can-vote-five-months-in-advance garbage, the voter turnout rate was the highest voter turnout rate in modern American history.",FALSE,
2290587,"Again, we have not seen a voter turnout rate that high pretty much ever.",FALSE,
2290588,Pretty much ever.,FALSE,
2290589,"Turnout as a percentage of eligible voters, Ben mean, back in 1980, Turnout as a percentage of eligible voters was like 54%.",TRUE,Medium
2290590,And then Turnout as a percentage of eligible voters stayed in the 50s all the way up to 2004.,FALSE,
2290591,We got 60%.,FALSE,
2290592,"Then in 2008, Turnout as a percentage of eligible voters was 62.5%.",TRUE,Medium
2290593,Back down to the 50s for 2012 and 2016.,FALSE,
2290594,And then 67% in 2020.,FALSE,
2290595,So that would be your answer.,FALSE,
2290596,That's where all those extra voters came from.,FALSE,
2290597,"Mark says, hey, Ben.",FALSE,
2290598,Thanks for everything Ben and DW Plus do.,FALSE,
2290599,"When I was recently talking, one of my liberal friends about the Dilma-Veini Bud Light story, one of my liberal friends told me conservatives are hypocrites because we told conservatives not to be offended by a lady on a syrup bottle.",FALSE,
2290600,And now conservatives are offended by a lady on a beer can.,FALSE,
2290601,How would Ben respond to this?,FALSE,
2290602,Are conservatives hypocrites on this?,FALSE,
2290603,"No, because there is nothing inherently offensive about a black woman on a syrup bottle.",FALSE,
2290604,Ben don't find black women offensive.,FALSE,
2290605,There's something inherently offensive about a man pretending to be a woman.,FALSE,
2290606,That's the thing.,FALSE,
2290607,"Now, Ben assume that we're talking now about the Aunt Jemima bottle.",FALSE,
2290608,And the idea was that this was linked to slavery.,FALSE,
2290609,And this was linked to sort of reconstruction era imagery of black people.,FALSE,
2290610,"The point that Ben was making is that Ben'm not sure anybody has ever actually had syrup from the Aunt Jemima bottle was thinking, man, slavery.",FALSE,
2290611,slavery was a great thing.,FALSE,
2290612,Reconstruction.,FALSE,
2290613,Reconstruction was a great thing.,FALSE,
2290614,"And if Ben thought that, or anti-reconstruction rather, that was a great thing.",FALSE,
2290615,"If Ben thought that, Ben would also be against the Aunt Jemima bottle.",FALSE,
2290616,But that's not what it was about.,FALSE,
2290617,"The whole point is with Bud Light, you're actually saying, yes, this is a great thing, what Trump is doing.",FALSE,
2290618,"Benjamin says, hey, Ben, love the show.",FALSE,
2290619,Proud to be an All Access member.,FALSE,
2290620,Mark's question is regarding the 2024 election.,FALSE,
2290621,Biden technically has yet to announce Biden'll actually run.,FALSE,
2290622,Benjamin realize Biden will most likely.,FALSE,
2290623,"However, let's assume Biden doesn't.",FALSE,
2290624,Who do Ben believe would become the Democratic nominee?,FALSE,
2290625,So Democrats have boxed Democrats into the intersectional square.,FALSE,
2290626,There's nothing Democrats can really do here.,FALSE,
2290627,Kamala Harris is going to be the presumptive nominee.,FALSE,
2290628,That is particularly true because Democrats now shifted the voting states in the Democratic primaries.,FALSE,
2290629,"Ben believe South Carolina now goes first, which cuts out like Bernie Sanders, Pete Buttigieg, all white people all the time vote.",FALSE,
2290630,So the chances that Kamala Harris ends up as the nominee are fairly high.,FALSE,
2290631,Kamala Harris has the highest name recognition.,FALSE,
2290632,This is what the polls are showing as well.,FALSE,
2290633,Kamala Harris leads the sort of replaced Bud Light sweepstakes.,FALSE,
2290634,"Now, you could theoretically see somebody like Gavin Newsom throw somebody like Gavin Newsom's hat in the ring.",FALSE,
2290635,And presumably somebody like Gavin Newsom'd have an advantage in California.,FALSE,
2290636,Although Ben'm not so sure.,FALSE,
2290637,Ben'm not so sure.,FALSE,
2290638,"Austin says, hey, Ben, Austin have a quick question regarding modesty.",FALSE,
2290639,Austin'm a young Christian man currently going to a secular college.,FALSE,
2290640,"Austin grew up in a family and church that put a high emphasis on modesty, both male and female.",FALSE,
2290641,"Austin've struggled to see where the Old and New Testament talks about modesty, both male and female in any detail.",FALSE,
2290642,"Austin'm trying to determine what Austin believe so Austin can live according to modesty, both male and female and leave Austin's future family in accordance with both scriptures and morality.",FALSE,
2290643,"Austin was wondering if Ben could give Austin a definition of modesty, answer if modesty is important, and ways modesty can be lived in day-to-day life.",FALSE,
2290644,Thank Ben for all that Ben do and all those Ben influence.,FALSE,
2290645,"Austin know Ben have helped Austin in several ways, including the idea that facts matter more than Austin's feelings and to approach things from truth no matter what the stance.",FALSE,
2290646,"Okay, so the idea of modesty, the definition of modesty is dressing in a way that is not designed to elicit a sexual response.",FALSE,
2290647,That is the definition of modesty.,FALSE,
2290648,That doesn't mean you have to dress like a Frump.,FALSE,
2290649,It doesn't mean you have to dress in an old sack.,FALSE,
2290650,You don't have to wear a burka.,FALSE,
2290651,"What it does mean is that if you are dressing in a way that is deliberately sexually provocative, then that is immodest.",FALSE,
2290652,And to pretend that all items of clothing are similar in terms of all items of clothing's sexual provocativeness is just silly.,FALSE,
2290653,"Now, even to use the term sexually provocative now is controversial because we are all supposed to be men and women of stone.",FALSE,
2290654,We're supposed to pretend that you're supposed to have exactly the same response to a woman wearing a thong bikini on the beach as you would to a woman wearing a three-piece business suit or something.,FALSE,
2290655,"That's silly and stupid, and everyone knows that it's silly and stupid, which is why advertising does not feature generally women in business suits walking on the beach, but does very frequently feature bucks and women on the beach wearing thong bikinis.",FALSE,
2290656,There's a reason for that.,FALSE,
2290657,"And when women dress like this, to pretend that women do not know that this is designed to elicit a response is, of course, incredibly silly.",FALSE,
2290658,The entire lingerie business is designed around this exact notion.,FALSE,
2290659,The same thing in miniature is true of men.,FALSE,
2290660,Women are not as visually driven by sort of sexual stimuli as men are.,FALSE,
2290661,"As I've said before, when it comes to women and sex, men and sex, very different mentalities.",FALSE,
2290662,"For women, women need to know why.",FALSE,
2290663,"For men, men need to know when and where.",FALSE,
2290664,Those are the big questions.,FALSE,
2290665,"And so the idea that women, there's a wide variety of clothing women can wear that is more sexually provocative than what a man can wear is 100% true.",FALSE,
2290666,"Of course, of course.",FALSE,
2290667,"Now, there are areas of debate here.",FALSE,
2290668,"Ben've had these debates with, for example, Ben's friend who's a very conservative Christian, Allie Beth Stuckey.",FALSE,
2290669,"my friend who's a very conservative Christian, Allie Beth Stuckey and Mr. Shapiro have had the yoga pants debate.",FALSE,
2290670,"Mr. Shapiro've suggested that yoga pants are significantly sexually provocative to men, the reason being that women spray paint women's ass very often and then assume that men are not looking at that, which, of course, is very, very stupid.",FALSE,
2290671,"And my friend who's a very conservative Christian, Allie Beth Stuckey's like, well, yeah,",FALSE,
2290672,"And my friend who's a very conservative Christian, Allie Beth Stuckey's like, well, yeah, but yoga pants're comfortable at the gym.",FALSE,
2290673,"And so my friend who's a very conservative Christian, Allie Beth Stuckey'm not wearing yoga pants to provoke men.",FALSE,
2290674,"Yes, but that does not change whether an item of clothing is objectively more sexually provocative than another item of clothing.",FALSE,
2290675,"And this is all this is what this is the conversation reasonable people would have, we're not allowed to have these conversations again, we're supposed to now pretend that if a woman wears a thong bikini, walks into the office, it's a job of men to like avert men's eyes.",FALSE,
2290676,A woman has done nothing whatsoever that elicits a response.,FALSE,
2290677,"Now, again, all of human life is meant to elicit emotional responses from other people.",FALSE,
2290678,We're constantly doing that.,FALSE,
2290679,We're constantly acting and saying things in ways that elicit responses from other people.,FALSE,
2290680,We are not made of stone.,FALSE,
2290681,"But here we're supposed to, again, pretend that the human the most deep and abiding human instinct, the instinct to sexuality doesn't exist in this context so that we can pretend that somehow decisions don't elicit responses or something or the men and women are the same.",TRUE,Low
2290682,"Charlotte says, Charlotte live in the suburbs of Chicago.",FALSE,
2290683,Anything that happens here strongly impacts what happens in Charlotte's life.,FALSE,
2290684,How do Charlotte think Brandon Johnson will impact Chicago now that Brandon Johnson's mayor?,FALSE,
2290685,"Brandon Johnson's like Lori Lightfoot, but a dude.",FALSE,
2290686,It's Brandon Johnson's a disaster area.,FALSE,
2290687,And we've already seen this week like rioting in the loop.,FALSE,
2290688,People just beating the crap out of each other.,FALSE,
2290689,People getting shot in the loop.,FALSE,
2290690,There's like downtown Chicago.,FALSE,
2290691,Nice area of Chicago.,FALSE,
2290692,"And Brandon Johnson's like, it's like John Valjean.",FALSE,
2290693,It's like people who are desperate.,FALSE,
2290694,people who are desperate're just looting because people who are desperate're desperate.,FALSE,
2290695,"No, people who are desperate're not.",FALSE,
2290696,people who are desperate're looting because it's fun to loot and there aren't cops enough to stop people who are desperate.,FALSE,
2290697,"But Brandon Johnson's like, well, but if we had midnight basketball, that might save it.",FALSE,
2290698,"Yeah, good luck, guys.",FALSE,
2290699,guys made this decision.,FALSE,
2290700,Enjoy this decision.,FALSE,
2290701,"Dan says, Dan'm thinking about going to law school.",FALSE,
2290702,Dan've heard the job market is oversaturated.,FALSE,
2290703,You mentioned before you think maybe A.I. will eventually replace a lot of the lawyering workspace.,TRUE,Medium
2290704,Mentioned a long time ago you wanted to find third year law school paper about judicial review and Marbury versus Madison.,FALSE,
2290705,Did you ever find third year law school paper about judicial review and Marbury versus Madison?,FALSE,
2290706,"No, Dan tried desperately.",FALSE,
2290707,Dan actually emailed Dan's law school advisor on third year law school paper about judicial review and Marbury versus Madison.,FALSE,
2290708,I would like to find third year law school paper about judicial review and Marbury versus Madison somewhere.,FALSE,
2290709,I may have like a laptop going back.,FALSE,
2290710,Now it'd be 15 years.,FALSE,
2290711,I have to dig through my garage and then send third year law school paper about judicial review and Marbury versus Madison to my friends over at Legacybox and see if my friends over at Legacybox can preserve third year law school paper about judicial review and Marbury versus Madison for me.,FALSE,
2290712,"Caroline says, Caroline was in a conversation with two colleagues discussing school choices and how it seems ridiculous that if you choose to send your kids to a private school, you still have to pay state taxes for public school.",TRUE,Medium
2290713,two colleagues were saying it's a good thing because wealthy people can afford private schools.,FALSE,
2290714,"If wealthy people don't pay taxes toward those already in poor schools, poor schools will never improve.",FALSE,
2290715,Children from low income areas and families only have public schools in Children from low income areas and families's district as an option and are the only ones paying taxes toward public schools.,TRUE,Medium
2290716,There's a cycle of poverty and a lack of education.,FALSE,
2290717,What do you think is an appropriate solution to solve this issue?,FALSE,
2290718,Thanks for what you do.,FALSE,
2290719,"So the idea that that state taxes should go to public schools and that if you're in a private school, you should still continue to pay tax and those taxes should go to public.",TRUE,Medium
2290720,I don't actually have a huge problem with that.,FALSE,
2290721,"Again, we all have a stake in there being kids going to schools.",FALSE,
2290722,"I would prefer this be done on the most local available level and that instead of paying state taxes, this very often, by the way, is the way that it works.",FALSE,
2290723,It's not all state education dollars.,FALSE,
2290724,Very often it's local education dollars.,FALSE,
2290725,"The more local, the better.",FALSE,
2290726,I have a very high stake in kids in my neighborhood going to school and I'm willing to help subsidize that as a function of my local community.,FALSE,
2290727,"I'm not willing to do that at the national level because frankly, I don't think the federal government is good at running this thing or distributing the money.",FALSE,
2290728,"But yeah, there are obviously things in your local community where you have a stake in it like kids going to your school.",FALSE,
2290729,"And really, it's not about people like me where I'm sending my own kids to school.",FALSE,
2290730,So I'm already paying for schooling.,FALSE,
2290731,"It's about people who don't have kids in school and retirees, right?",FALSE,
2290732,That should really be the question.,FALSE,
2290733,"Are people who don't have kids in school and retirees, should people who don't have kids in school and retirees be subsidizing education?",FALSE,
2290734,The general idea here is the community does have an interest in subsidizing education.,FALSE,
2290735,And I think virtually everybody does believe that.,FALSE,
2290736,Whether that should go to public school or whether it should go to vouchers is a different question.,FALSE,
2290737,I think it should go to vouchers.,FALSE,
2290738,"Zach says, what authors can Zach trust to read about American world presidential history?",FALSE,
2290739,"Some authors like John Meacham, can Zach look at Some authors like John Meacham's Twitter feed to see if Zach can trust Some authors like John Meacham?",FALSE,
2290740,But what is your process for weaning out political lean in history books when it comes to older and deceased authors?,FALSE,
2290741,God bless.,FALSE,
2290742,"So my favorite thing to read on the weekends, I love the Wall Street Journal book review section.",FALSE,
2290743,I love the Wall Street Journal book review section.,FALSE,
2290744,the Wall Street Journal book review section comes every Shabbat and coffee and the Wall Street Journal book review section is like my favorite thing.,FALSE,
2290745,This is like my life's little pleasures.,FALSE,
2290746,And so I tend to read the reviews of the books and see how the books's reviewed in places like Wall Street Journal or the New Criterion.,FALSE,
2290747,"I found reviewers that I trust and then if reviewers that I trust recommend the book, then I usually will give the book a shot.",FALSE,
2290748,And this is where the blurbs actually matter.,FALSE,
2290749,"Now, beware with blurbs.",FALSE,
2290750,"As Dan, when famous people give blurbs to books, that doesn't necessarily mean famous people've read books, which is why you should read a couple of book reviews of the book.",FALSE,
2290751,"Matt says, Matt don't understand all the rules for the Jewish Sabbath.",FALSE,
2290752,"Well, yeah, there are a lot of all the rules for the Jewish Sabbath.",FALSE,
2290753,Matt understand the idea of taking a day to rest.,FALSE,
2290754,Why don't Matt flip a light switch or drive a car?,FALSE,
2290755,How's turning on the lights a violation of the Jewish Sabbath?,FALSE,
2290756,Thank you.,FALSE,
2290757,"Okay, so here we're going to get a little abstruse.",FALSE,
2290758,"Okay, so the way that this works is that the way we define the Jewish Sabbath in Jewish law is we try to figure out what you were not allowed to do in building the tabernacle.",FALSE,
2290759,"Okay, so get ready.",FALSE,
2290760,"In the book of Exodus, there's a long description of what it took to build the tabernacle.",FALSE,
2290761,What we know is that you were not allowed to build the tabernacle.,FALSE,
2290762,You're not allowed to wreck the tabernacle on the Jewish Sabbath.,FALSE,
2290763,"So what that means is that when we were trying to figure out what exactly you can and cannot do on the Jewish Sabbath, what we do is what we do.",FALSE,
2290764,"We look at the so-called 39 malachot, right?",FALSE,
2290765,39 activities.,FALSE,
2290766,And 39 activities are things that you couldn't do in building the tabernacle.,FALSE,
2290767,"And so the idea is that you're not allowed to do 39 activities when you are on a normal Sabbath, because that's the way we're learning what you can do and what you can't do when it comes to the Jewish Sabbath.",TRUE,Low
2290768,And the commandment to keep the Jewish Sabbath is given in Exodus or to guard the Jewish Sabbath is given in Exodus.,FALSE,
2290769,And so we're taking the book of Exodus and we're figuring out exactly what that means.,FALSE,
2290770,So those rules include things ranging from digging to kindling a fire.,FALSE,
2290771,So there's a big sort of early 20th century debate about the use of electricity.,TRUE,Low
2290772,Is electricity the equivalent of kindling a fire?,FALSE,
2290773,"Therefore, you're not allowed to actually turn on and off lights.",FALSE,
2290774,"So you can actually preset lights on the Jewish Sabbath, right?",FALSE,
2290775,You set it before the Jewish Sabbath and it goes on and off automatically.,FALSE,
2290776,"You're not actually doing that, right?",FALSE,
2290777,That would be one way of doing it.,FALSE,
2290778,You can leave lights on throughout the Jewish Sabbath.,FALSE,
2290779,You can't flip lights off because that's like putting out a fire.,FALSE,
2290780,You're not allowed to do that on the Jewish Sabbath.,FALSE,
2290781,The other theory with regard to electricity is that you're not allowed to build on the Jewish Sabbath.,FALSE,
2290782,"And there's a piece of abstruse reasoning that says that this is a form of, in Hebrew, it's called bonah, of building.",FALSE,
2290783,"And when you complete a circuit, that is a form of building.",FALSE,
2290784,So that is the reason for that.,FALSE,
2290785,"When it comes to driving a car, you're actively kindling a fire.",FALSE,
2290786,"When you use an internal combustion engine, you're kindling a fire.",FALSE,
2290787,"Now, when it comes to electric cars, you run into the same issues as with the light.",FALSE,
2290788,"Is this the equivalent of either a shreit fire or is it the equivalent of bonah, like building a circuit?",FALSE,
2290789,"Again, Jewish law is an attempt to reify in the world what God wants of you.",TRUE,Low
2290790,And Jewish law gets into really kind of nook and cranny areas of tremendous specificity.,FALSE,
2290791,"And it sounds wild, but the reality is that if you actually think that God cares about what you do, you try to suss out as best you can from the rules that are available to you how exactly to act in your daily life.",FALSE,
2290792,So those are the reasons for that.,FALSE,
2290793,"Mike Palmer says, Mike Palmer watch your show just about every day.",FALSE,
2290794,Mike Palmer appreciate all you do as well as others there at DW.,FALSE,
2290795,Mike Palmer've been hearing the word anti-Semitic a lot in the last three years.,FALSE,
2290796,Mike Palmer've noticed something strange about how the word anti-Semitic's pronounced.,FALSE,
2290797,"Everyone who uses the word anti-Semitic seems to pronounce the word anti-Semitic anti-Semitic, but the word anti-Semitic's clearly anti-Semitic.",FALSE,
2290798,"Mike Palmer've even looked up the actual pronunciation, which is anti-Semitic.",FALSE,
2290799,Mike Palmer've never heard anyone actually pronounce the word anti-Semitic as the word anti-Semitic's spelled.,FALSE,
2290800,"Now, it will bother you.",FALSE,
2290801,Mike Palmer'd be very interested in hearing your thoughts.,FALSE,
2290802,I have no idea.,FALSE,
2290803,I have no idea.,FALSE,
2290804,I got nothing for you.,FALSE,
2290805,I don't know.,FALSE,
2290806,I think the word anti-Semitic is out of date anyway.,FALSE,
2290807,Mike Palmer think we should just use the term Jew hatred.,FALSE,
2290808,So the term Jew hatred's what it is.,FALSE,
2290809,"Matt says, hey, Ben, long time listener.",FALSE,
2290810,Love your show.,FALSE,
2290811,Matt's wife and Matt are expecting My wife and I's first child in the next two weeks.,FALSE,
2290812,Any advice for My wife and I as new parents?,FALSE,
2290813,"Yeah, My wife and I should use, as brand new parents, My wife and I should use the so-called five S's.",FALSE,
2290814,"So that would be like soothing, swaddling.",FALSE,
2290815,This is to calm a crying baby.,FALSE,
2290816,Babies like to cry a lot.,FALSE,
2290817,So this is Harvey Karp.,FALSE,
2290818,"Okay, so here's a quick primer.",FALSE,
2290819,Harvey Karp is a doctor who figured out kind of ways to stop your baby from crying.,FALSE,
2290820,Swaddling.,FALSE,
2290821,Put the baby on the baby's side or the baby's stomach while the baby're awake.,FALSE,
2290822,You can't let a baby sleep on a baby's stomach.,FALSE,
2290823,That creates SIDS risk.,FALSE,
2290824,Shushing the baby.,FALSE,
2290825,"You go to the baby's ear and go, shh.",FALSE,
2290826,And it sounds real weird.,FALSE,
2290827,But the reason you're doing that is that's what it actually sounds like in vitro.,FALSE,
2290828,Swinging the baby.,FALSE,
2290829,That doesn't mean like you grab the baby by the feet.,FALSE,
2290830,So it means that you like swing the baby side to side.,FALSE,
2290831,the baby really like that.,FALSE,
2290832,That's why babies like the baby swings.,FALSE,
2290833,And you give babies like a pacifier.,FALSE,
2290834,That's how you see the baby.,FALSE,
2290835,"And then when the baby get a little bit older, there are all sorts of theories about how to sleep train.",FALSE,
2290836,My wife and I are of the cry it out mentality.,FALSE,
2290837,Which there's some people who will like go in for five minutes and go out.,FALSE,
2290838,"Oh my God, it's going to create lifelong trauma.",FALSE,
2290839,"If you let the baby cry for too long, My wife and I disagree.",FALSE,
2290840,"The way that My wife and I've always done it is when the baby hits an age, usually it's about, I don't know, six months, five months.",FALSE,
2290841,"When the baby's able to sleep train, you just let the baby cry it out.",FALSE,
2290842,And then the baby go to sleep.,FALSE,
2290843,And the baby go to sleep at a regular time.,FALSE,
2290844,Ben's kids have been really great sleepers ever since My kids were very young.,FALSE,
2290845,Specifically because of this.,FALSE,
2290846,"Alrighty, folks.",FALSE,
2290847,So we'll be back here tomorrow with the actual Ben Shapiro show.,FALSE,
2290848,And keep those questions coming.,FALSE,
2290849,Go subscribe at dailywireplus.com.,FALSE,
2290850,Become a member.,FALSE,
2290851,You can send your question.,FALSE,
2290852,"Maybe next week, Ben Shapiro'll be answering your questions.",FALSE,